tweet_text,cyberbullying_type
"Are you listening?  Especially when children are being bullied and harrassed at school, a sympathetic ear is so... http://fb.me/1a5Bo185z",not_cyberbullying
"Our pancakes are selling like hotcakes Shaz - yes, yes they are Jac! We wish we could sample some! #MKR #tvweekmag",not_cyberbullying
Fuck this class. Fuck school period. I just wanna play ball.,not_cyberbullying
@funjon that's... actually kind of interesting. i'll give them a call later next week. i need to talk to them anyways.,not_cyberbullying
RT @THEJordonBrown: Here are the Charlie Hedbo cartoons that  people died for today. View and share them. #JeSuisCharlie http://t.co/ncwxDxâ€_,not_cyberbullying
I've never heard silence quite this loud.,not_cyberbullying
And so we say goodbye to the little butcher girls #mkr,not_cyberbullying
I think today is going to be a smooth day. #IHope,not_cyberbullying
@ohheyimnicole you're getting home schooled,not_cyberbullying
Minha mÃ£e piora o bullying !!! SÃ_ me esculacha #huahua,not_cyberbullying
ROBERT IS BACK #MKR,not_cyberbullying
"Hmm, methinks @channel7 might need to rethink letting the couples score instant restaurants from this season on. #mkr",not_cyberbullying
#kat is a disgrace #mkr,not_cyberbullying
Palestra sobre #bullying Ã© apresentada aos alunos da EMEF ProfÂª Serafina de Luca Cherfen  http://t.co/xV1igiB via @addthis,not_cyberbullying
@OhThatsXavier Just give it to me tomorrow morning,not_cyberbullying
"RT @finicalgal: And a 7 for ""smear of lemon tart""??? #MKR",not_cyberbullying
"So, that's a big double announcement for #mkr! What does everyone think?",not_cyberbullying
@jacquard612 @Loveussr It's obvious that this guy is one of Putin's paid propaganda trolls. I can't find a tweet of his that's not a lie.,not_cyberbullying
RT @MaxAbrahms: BBC: Islamic State fighters have burned to death 45 people in western Iraqi town of al-Baghdadi http://t.co/ufM2zowAWR.,not_cyberbullying
@wetsprocket the only thing that's really concerning is that she's stalkerish in her obsession. reminds me of dude that showed up at my work,not_cyberbullying
Ima Get Called A Pump Faker AGAIN ... LOL,not_cyberbullying
ahh sofro bulling da camera fotografica.,not_cyberbullying
@Arlethcantakeit briliante ;p i dont think i spelled it right,not_cyberbullying
"Few things I enjoy more than reading about a bully or thug getting what they deserve.  ""Armed Robber Picks On Wrong 63 Year Old"" ~...",not_cyberbullying
"RT @itskieren: If Kat and Andre survive, I'll be spewing #MKR",not_cyberbullying
i was borned with_______,not_cyberbullying
I agree with you! â€œ@mrjb88: Sherri and Emilie not serving anything yet oh dear lord I don't need this stress in my life #mkr #mkr2015â€ù,not_cyberbullying
Here we go! Come on! #mkr,not_cyberbullying
@NadiraGandhi rip wat r u threatenin me on tha web u bully,not_cyberbullying
"@jamuraa yupppp. jason doesn't have a lot of experience on twitter, it seems. or a very healthy world view.",not_cyberbullying
@xdannock maybe someone will use Kat's weber #mkr,not_cyberbullying
@amirazardilla hahahahahha . Thanky thanky,not_cyberbullying
"Not sure if I'm speaking there this year or not, but they were the first conference at which I ever presented. _Ÿ‘ç",not_cyberbullying
"At least MSM manages to do basic fact checking, like not confusing @ggautoblocker with @theblockbot :P",not_cyberbullying
.... kkkkkkkkkkk,not_cyberbullying
@SantaCruzTax soon. We've been working on it. Gotta move fast.,not_cyberbullying
@LifeInKhilafah Daesh have so many fronts to fight that they don't have the concentrated manpower to succeed any more.,not_cyberbullying
"@dannywood I miss your ""BAM standard!"" ;)",not_cyberbullying
"The last time I saw that much blood on the table, I was watching Alien. #mkr",not_cyberbullying
@GirlyGamerzBRO @megahalfie @NICKIMINAJ u keep saying me but Ur all in on it now,not_cyberbullying
"@MOMmagRocks Thats the problem, the legal system protects the bully factor. And the bullies get very pissed when you infringe on their power",not_cyberbullying
"@deathofrats01 LOOKING AT YOUR ICONS, JUDGINGGGGG",not_cyberbullying
RT @dnyree: #BlackLivesMatter #BlackoutFriday If you're tired of waking up to news that another Black life has been ended at... http://t.coâ€_,not_cyberbullying
"Wah difollow sm school bully yg 15 thn lalu ngatain gw ""Freak bgt sih lo!"" and made my teen years unbearable.",not_cyberbullying
"RT @tnwhiskeywoman: I once had a bf make a statement about himself &amp; when I agreed with it, he said I was wrong. #BanMen",not_cyberbullying
"RT @stweet_heart: This is the show that never ends, yes it goes on and on my friends, some people started watching it not knowing it what iâ€_",not_cyberbullying
Rob's hat,not_cyberbullying
"every highschool game i go too , im blunted",not_cyberbullying
I had a horrible dream last night :( getting bullied is a horrible thing!!,not_cyberbullying
"Read my response to ""Quem mais sofre bullying: ( ) Loiras burras. ( ) Nerds. (X) O nÃºmero â€œ24â€ù da chamada. jaâ€_"": http://4ms.me/pfcPAo",not_cyberbullying
"â€œ@MicPye Studio with it!!! ""Return of Da Bully"" droppin September 20th!!! #Newzâ€ù",not_cyberbullying
"@GRIMACHU I support accuracy in comedy (OK...ridicule) when possible. Same with grammar and proper spelling, but, as always, 140...",not_cyberbullying
Eu fiz bullying na @itsraphacosta_ essa semana.,not_cyberbullying
@kikiarsyad bullying kalian kmrn udh cukup menjadi surprise tersendiri buat gue â€_â€‹(Ë˜Ì©Ì©Ì©âŒ£Ë˜Ì©Ì©Ì©Æª) _©(Âº_”ÂºÑ‰),not_cyberbullying
"Seu merda - ""Isso Ã© bullying"" - ""SÃ_ se for com a merda"". http://t.co/uKK3hCf",not_cyberbullying
Need muscle need need need need :S,not_cyberbullying
RT @Jason_Gio: @mcfartle @freebsdgirl lol even their promoted tweet has a slur in it. Oh gamergate...,not_cyberbullying
"can't even chain smoke my anxiety/stress away cuz i'm sick. the world is a cruel, cruel place.",not_cyberbullying
"I'm pretty sure commercials are the purest, most vile distillations of the kyriarchy",not_cyberbullying
"@Quinnae_Moon this is like vegan powers, right?",not_cyberbullying
- verdade @Mayara_Avez isso Ã© #Bullying :/ rsrs ',not_cyberbullying
YAY! GO CASH AND MANILLA! #MKR,not_cyberbullying
Annie and Lloyd WORST dish of the day if you ask me #MKR,not_cyberbullying
RT @randi_ebooks: Get awards for being so reasonable.,not_cyberbullying
Pulling on my lip rings to freak out my mom.,not_cyberbullying
"@deathofrats01 yup. ^.^ unless it's your field, it's not surprising that you wouldn't know.",not_cyberbullying
#mkr officially lost any respect for Collin that I had left!,not_cyberbullying
"@FunkyreFresh @SuperSpacedad as a target of her delusions, yeah, i'm going to say these things about how she behaves towards me.",not_cyberbullying
#MKR Katie.. trusting your instincts is like trusting the instincts of  the Titanic Captain.,not_cyberbullying
"achei alguÃ©m que tÃ¡ pior que eu no twitter. mas nÃ£o vou falar quem, isso jÃ¡ Ã© bullying",not_cyberbullying
eee @Kexao1 o que vocÃª faz com @kenehnois Ã©  bullying.,not_cyberbullying
@hypatiadotca @GlennF but does it scale?,not_cyberbullying
@miaimperial hahah it won't happen. Hehe,not_cyberbullying
"Please, PLEASE start using ""is your discernment blunted by steroids"" to mean ""are you on DRUGS?"" from now on. DEAD",not_cyberbullying
Acho que sofreria muito bullying se descobrissem o tipo de mÃºsica que ando ouvindo,not_cyberbullying
Son mas fomes estos wns no dan material para hacer bullying #lapiezaoscura,not_cyberbullying
Motorist picks the wrong cyclist to bully http://bit.ly/jLFAmv via @Wash_cycle @StreetsblogNet,not_cyberbullying
I worry about this all of the time.   If the Nazis turn away from him it might not be as bad as I fear it will be.Ã¢Â€Â_ https://t.co/BTmeimEEMQ,not_cyberbullying
Let's not forget that Joan Rivers was a privileged asshole who whined constantly about her lack of rights to tell oppressive jokes.,not_cyberbullying
"@sakjur i usually go with thin crust, garlic pesto sauce, feta + garlic toppings. is good even with chain restaurants.",not_cyberbullying
We got Our legs back just in time to go the Mall n Mermaid Shop haha I need a New Seashell Bra hahaha _Ÿê_ http://t.co/ZxtVFdD8,not_cyberbullying
hhahah I did some stupid shit in high school #laughingatmyself,not_cyberbullying
#MKRâ€ù,not_cyberbullying
"@cortanav yo, you're enforcing at PAX this year, right? can you find a person? https://t.co/uKxe6fVVfc",not_cyberbullying
Not even the roaches &amp; rodents would eat Kat &amp; Andre's food ! #RSPCA #crueltytoanimals #mkr,not_cyberbullying
Kat in shock.  And humiliated.,not_cyberbullying
@gater_ebooks tell me what you think about ethics,not_cyberbullying
RT @AngryBlackLady: States should not let unvaccinated crumb-snatchers into schools. And the best part? It's legal if they don't. http://t.â€_,not_cyberbullying
RT @jstines3: Where is the LIBERAL outrage at the Christians being slaughtered in IRAQ and Syria?  #PJNET  #TCOT  #CCOT  http://t.co/1uwPeaâ€_,not_cyberbullying
Another instant restaurant round!!! FFS are you kidding! I am done with this show #MKR,not_cyberbullying
RT @_bobbidana: Never thought I'd say this but I hope the butcher girls make it through tonight. Because kat annoys me! #MKR,not_cyberbullying
RT @RudawEnglish: #KRG minister of #Peshmerga: today's victories in #Kirkuk achieved by the support of coalition airpower and Iraqi army haâ€_,not_cyberbullying
@waffle_gurl So you decide if they are true or false based on if you like them or not.  It means you don't accept evidence. Bye.,not_cyberbullying
Good morning! Got me a new number.,not_cyberbullying
Forgot how annoying annie is. This is what happens when the series goes for ten years  #mkr,not_cyberbullying
@Mike_Judson Good luck this weekend...it's a great thing you're doing!  If I see you around town I'll buy you a coffee.  :0),not_cyberbullying
OMG fashion parade time #mkr,not_cyberbullying
@obsurfer84 Here is the story of the Ghatafan. http://t.co/rXX8H38DqT And Mohammed is always attacking and always claiming it is preemptive.,not_cyberbullying
I hope this instant restaurant round is a good one. Getting a bit over them... #MKR #MKR2015,not_cyberbullying
I just couldn't ever develop lasting romantic feelings for anyone that prefered D&amp;D 4th edition over 3.5.,not_cyberbullying
@kimberly_abraha @tom_dodsworth @pinkdevil_1310 -.- judging people good Kim good,not_cyberbullying
Fuck you if you hit nerds :/ #nw bully Beatdown,not_cyberbullying
a 3 from Lynn and Tony? Well we all know who's strategic voting #mkr,not_cyberbullying
@pepa_ad por q me hablas de eso justo ahora q estoy en clases y me desconcentras de esa manera!!!!!!! Es bulling xD,not_cyberbullying
This weather makes me lazy_Ÿ˜´,not_cyberbullying
"Doesn't anyone have a gif of Manu saying ""no you get out"" cos that would be awesome",not_cyberbullying
@sudixitca The best you can say is that Sisi is a mixed bag.,not_cyberbullying
@jaymgates on behalf of engineers I'm offend- okay no I'm not.,not_cyberbullying
#NW My Kitchen Rules #MKR,not_cyberbullying
Proof http://t.co/eWOqVzu5wL,not_cyberbullying
@DantasRodolfo  to sofrendo um bullying agora que Ã© o do meu amigo nÃ£o me ligar mais e nem me chamar pra canto nenhum sabe? :/,not_cyberbullying
RT @Noaaammmyyy: @YesYouresexist @EverydaySexism excellent short film by Eleonore Pourriat - everyday sexism to a man http://t.co/MpxBuaZc9â€_,not_cyberbullying
RT @realtimwilliams: Congrats John Travolta... You single handidly creeped out the #Oscars2015 http://t.co/GbD1ivA1xz,not_cyberbullying
"I kno there will B hard times, we'll hve ups &amp; downs. We'll cry &amp; fight. We'll have test after test bt IM READY 2 TAKE THIS CHANCE IF U R!!",not_cyberbullying
@Pheonnexx I can go to sleep after taking adderall. My ability to sleep is ridonkulous.,not_cyberbullying
"Kat and Andre suck!! They deserve to go home, not the girls #mkr @mykitchenrules",not_cyberbullying
"#laguatonacandy mi amigo deberia demandar a @Guatonsalinas por bullying, jajaja es inevitable molestarlo",not_cyberbullying
"RT @djolder: And still you call us ""minorities."" You make no sense. RT @TheAtlantic: This fall, minorities will outnumber white students inâ€_",not_cyberbullying
@mykitchenrules My crap tastes better than the shit Kat &amp; Andre served up. I wouldn't feed it to a dead cat. #villans #cheats #mkr #mkr2015,not_cyberbullying
"We still do, as well as underestimating the judging #MKR",not_cyberbullying
RT @deray: Guns drawn. Ferguson PD. http://t.co/YE5a0yGKu4,not_cyberbullying
"@evilfelicity No, but he did make a show of trying to answer a question about Norman Mailer. Didn't even know his fellow white dude trivia.",not_cyberbullying
"@DavidLongshore Yeah, we shouldn't worry about this stuff. http://t.co/VZZcggHAae",not_cyberbullying
"@Krynis yeah, I needed something that mounted directly to my desk. I get bored and move furniture sometimes. :)",not_cyberbullying
RT @lizzjohnson_: This is an outrage! Kat and Andre should be kicked off for being strategic #MKR,not_cyberbullying
He stated in the past that people had bought him followers to try to get his account in trouble.,not_cyberbullying
@edgeofthesandbx @batchelorshow @FearDept The Russian attack on Maidan was 100% lie from the beginning.,not_cyberbullying
"Read my response to ""- Diga nÃ£o ao bullying! #repassa"": http://t.co/gsCr5nw",not_cyberbullying
a origem da pratica do bullying coloca nossos defeitos para debaixo do tapete e apenas colocar para cima os defeitos dos outros,not_cyberbullying
@GooseNetworkUSA @06JAnk @PatrickOsgood Give me evidence that he get's a penny from CIA. You sound a nutty as Erdogan.,not_cyberbullying
"No one ever writes a book called ""Men, Stop Being an Asshole in Relationships"" or ""She Just Wants to Be Treated Like a Human Being for Once""",not_cyberbullying
@AnnieKNK @BlutalTheDog @BeninCitizen @srhbutts @Cernowatch @a_man_in_black all this because I taunted him over his follower cnt back in sep,not_cyberbullying
Kat survives.,not_cyberbullying
I've never eaten chicken liver. #mkr,not_cyberbullying
@edgeofthesandbx @batchelorshow @FearDept http://t.co/7BhHMvHrZv,not_cyberbullying
SUDDEN DIABETIC COMA! #MKR,not_cyberbullying
It is called CRACKLING! Stop being pretentious &amp; calling it crackle. #MKR,not_cyberbullying
RT @BillClintonTHOF: Giuliani Calls Out Obama â€“ Canâ€™t Say â€˜Radical Islamâ€™ Because Heâ€™s a Coward - http://t.co/q7isDBb5Xn,not_cyberbullying
"IrkÃ§Ä±yÄ±m demiÅŸtim. ""Sexual harrassment, bullying, annoying"" bu fiilerde bulunanlara Ä±rkÃ§Ä±yÄ±m! Ä°dam gelecekse Ã¶nce bunlara gelsin.",not_cyberbullying
"@asem_1994 Read Ibn Warraq on the contribution of Muslims to science in his book, ""Why I am not a Muslim""",not_cyberbullying
@RyanGebble Yeah male Shepard is just so DIFFERENT and INTERESTING like all the other white male protags in every game ever,not_cyberbullying
I get my goodnight text when wakes up after passing out in the middle of our conversation. #classic,not_cyberbullying
I'm bout to spark my j fuck crying I'm over the bull shit,not_cyberbullying
@teh_maxh you don't have to have a phone to get SMS. you have to have internet. which is also required for twitter.,not_cyberbullying
@Kerenzky school website,not_cyberbullying
"It is a *really bad thing* that now I know blackmilk swims fit well and are super comfy. Really, really bad.",not_cyberbullying
"@ansaralummah13 @Believer__Soul Do you know that every time you post a tweet, the US gets paid.",not_cyberbullying
@NewEraJihadi @ShamiAnalyst They are not just trying. They are succeeding. You lost Kobane.  Pesh are knocking on Mosul door.,not_cyberbullying
If u ain't got dat gotti mix tape u tripn,not_cyberbullying
"@pNibbler @AlterNet @MaxBlumenthal They support the death penalty for murder, not for leaving Christianity.",not_cyberbullying
â€œThere is a secret element that weâ€™ve decided to add to this dish: thrushâ€ù #MKR,not_cyberbullying
@jhaylobee bwhahaha! Bully pa rin ba? Haha! I want to see Kengkang! Ang batang may nganga sa ulo! Bwhahaha!,not_cyberbullying
Things I am not scared of: Whiny manbabies. A lot of twitter mentions. Public speaking. Perl. Standing up for those that are afraid. FEELS.,not_cyberbullying
@greenlinerzjm @versacezaynx @nyazpolitics I got them directly off that Muslim students website.,not_cyberbullying
@msksbs2 @stjohnsredstorm @stj_basketball @tjsrx well said. You wouldn't see that at a Jesuit school. We keep the Christ in Christmas.,not_cyberbullying
@KhaledHamaki http://t.co/mFBT2hMmBn,not_cyberbullying
@mirrawey payback bitch. Ingat masa dulu dulu you bully I? Hehehe.,not_cyberbullying
The fact that kid rock is playing in the waiting room at the doctors,not_cyberbullying
Trade of the Day: Gold Miners $GDX Bullish Spread http://t.co/GGMR9TA $$ $options,not_cyberbullying
@bullysteria Ps bueno no a muchos les pregunto pero esta bien se que tu si eres buena persona bully *_*,not_cyberbullying
@lucaswj at this point i'd be happy with just wrecking faces in random bgs. haven't done arenas in months.,not_cyberbullying
"She wants the attention. She's admitted she's a ""sellout"". But a lot of good women are helping her write this book.",not_cyberbullying
If someone heard mine and Macie's convo in Applebees they'd think we were idiots Ã°ÂŸÂ˜Â‚Ã°ÂŸÂ˜Â‚Ã°ÂŸÂ˜Â‚,not_cyberbullying
OMFG 30 min &amp; Sherrie/emilie have nothing out #MKR,not_cyberbullying
@YourMrsR we'll see about that ;),not_cyberbullying
NÃ£o Ã© bullying se a pessoa usa uma cadarÃ§o de cada cor em um par de tÃªnis,not_cyberbullying
@jamuraa FUCK. WHO AM I?,not_cyberbullying
I Dont Liike Bein On School Breaks N Shit LBs,not_cyberbullying
#itsthedangtruth,not_cyberbullying
"And they knew me, too. SO WEIRD.",not_cyberbullying
"@ChrisWarcraft HOW THE FUCK DO YOU PRONOUNCE YOUR LAST NAME I am assuming it is ""Warcraft""",not_cyberbullying
@LifeInKhilafah Jews do well because most are secular and because they place a high value on education instead of Jihad.,not_cyberbullying
One more time!! Good luck for ya @Louis_Tomlinson and hv fun!! Big love!! &lt;3 :) xx,not_cyberbullying
Bouto do some cleaning.,not_cyberbullying
"Que dÃ_ que dÃ_ que dÃ_ do CearÃ¡. Tadinhoooooo sÃ_ pq Ã© time pequeno, isso Ã© Bullying Heleno. Hhaha",not_cyberbullying
@mykitchenrules bring back that complete lowlife deadbeat bankrupt asshole Adam so we can send Twitter into meltdown #mkr,not_cyberbullying
"Watching Dolphin tale, cos I have no life",not_cyberbullying
"woke up,felt ill told my mum I wasn't going school and jumped into bed!_Ÿ˜çbest day ever!",not_cyberbullying
@mykitchenrules: Only 5 more episodes &amp; I'm up to date on the #MKR recordings lol! :â€¢) http://t.co/DBSapQDJZl,not_cyberbullying
@MellyASK better be alone then suffer coz of others.... ;p,not_cyberbullying
"@Vent_Oh your caveat that ""it's not cool when men do it either"" is a false equivalence. Those statements have unequal weights.",not_cyberbullying
Omg that dessert is so deconstructed lol it looks so easy! #MKR,not_cyberbullying
Frio Ã© bullying contra os solteiros! UHEUAEHAUEHUEH -q,not_cyberbullying
@ShinoGraphy Thanks for the correction. The sentence had withered from lack of use. :) @starkjunk,not_cyberbullying
High achieving #Latinos who don't conform to stereotypes are vulnerable to the effect #bullying has on grades.  http://t.co/vqbp1cX,not_cyberbullying
RT @CurlsGoddess: First graders asked about the photo of Mike Brown. Such innocence http://t.co/So0hl69kOG,not_cyberbullying
"@iransera @AJEnglish Yeah, we hate this kind of Islamophobia. http://t.co/13lvvBDXHE",not_cyberbullying
"RT @EvvyKube: @freebsdgirl One thing that bothers me about it is the fact that despite hundreds of women writing on the subject, a man becoâ€_",not_cyberbullying
RT @ohmyloz: De-constructed is code word for 'fell on the floor' right? #MKR,not_cyberbullying
@bellathorne143   Bullying Needs To Stop Ur Such A Awesome And Amazing Person For Standing Agents It :). Love u bella&lt;3,not_cyberbullying
agora sim : que comece o bullying,not_cyberbullying
"Maybe it was just a typo. They meant to list ""Kickass ice-cream and apple pie.""",not_cyberbullying
"If you want to win, you win by cooking good food not by sabotaging other people, that's not a win that's cheating, Kat &amp; Andre suck #MKR",not_cyberbullying
@seanbonner ideas and observations that are completely dismissive of those in a low income bracket.,not_cyberbullying
@obsurfer84 Kybar was attacked by Mohammed.  The whole excuse for the attack is a fabrication for which no evidence exists.,not_cyberbullying
Ewwww #mkr,not_cyberbullying
"tidur gak yaa, atau pantengin bully aje ya ampe sahur (y)",not_cyberbullying
#BringBackClarkson  #GetPumped #5WordDealBreakers #TopGear #47Traitors #OTRASG #WelcometoManilaEdSheeran  http://t.co/LbD3LDtX8Y #RHOBH #mkr,not_cyberbullying
Linda Harvey: â€˜Thereâ€™s No Proofâ€™ that LGBT people exist http://t.co/2nQRh3a via @lgbtqnation #lgbt #glbt #gay #glsen #lesbian #school #bully,not_cyberbullying
Im filled with joy.,not_cyberbullying
Are they on something? Seriously they must be huffing #MKR,not_cyberbullying
"@voretaq7 i didn't read much content, just enough to see that he's getting a lot of notifications. i ignore FYGM girls.",not_cyberbullying
RT @infosec_Hulk: @freebsdgirl MY SKIN GREEN. NO COLORS SUIT. ONLY WEAR RIPPED PANTS BECAUSE HULK NEED NO CLOTHES!,not_cyberbullying
Can tomatoes are fine #MKR,not_cyberbullying
"seriously though, a FOURTH instant restaurant round... _Ÿ˜´_Ÿ˜“ #MKR",not_cyberbullying
"It seems to me that if she had really wanted this book published, it would've been published by now. This whole story seems so bunk.",not_cyberbullying
@dsmyxe @PolitiBunny and then i got a crapton of mentions. i don't think you understand how the in_reply_to_user_id json key works.,not_cyberbullying
@EndBullying2day Victims of bullying have no summer vacation. Thanks for spreading the word. Read the post http://t.co/FzmS2Z4,not_cyberbullying
"http://t.co/vOmCP3K Spam Bully, Software & Services #Software #Services http://t.co/te8cOaI",not_cyberbullying
Lets serve Colin Chev Up sausages. #MKR,not_cyberbullying
@AdotJdot I'm down bro. We'll get it together I leave to go back to school on the 31st,not_cyberbullying
"@2kdei Let's see, why would there be a movement against Islam, but not against any other religion. http://t.co/1Vld7rxtLP",not_cyberbullying
I went to sleep at like 11 and woke up just about every 2hrs -___-,not_cyberbullying
Help me! Help me! im in love with marilyn manson...,not_cyberbullying
"whoever decided that this was an appropriate temperature for this building should take a week off, and then quit #bad #decision #mondays",not_cyberbullying
Taste of Sydney selfie with Colin from #mkr #mkr2015 http://t.co/wQaYLc3AnQ,not_cyberbullying
@stxystrong @halalflaws @biebervalue @greenlinerzjm The Islamic culture is the Islamic religion.,not_cyberbullying
Project Bully The Project Bully Nation news: This information is brought to you by The Project Bully Rescue Netw... http://t.co/kUmoRy3,not_cyberbullying
good thing I gotta gym class next semester . _Ÿ‘Œ,not_cyberbullying
"We've been out for a week and a couple days &amp; everyone's already saying they wanna go back to school, smh.",not_cyberbullying
Meatballs in the morning would be the problem #mkr,not_cyberbullying
regram @starwarsfannews,not_cyberbullying
played the song 'Another face in the Crowd' by Clockwork Bully on @myspace http://t.co/j7bHeDp,not_cyberbullying
We go from #DuckDynasty to #HighSchoolMusical2 @LyzButz,not_cyberbullying
@glitchDreams @FLOSSWeekly i've been told i'm pretty good at drumming up suspense. :),not_cyberbullying
Let's not forget that the person that started these rumblings about my code got fired from Zynga for being impossible to work with.,not_cyberbullying
"-C- One school day, the teacher who had always tortured you to no limits called you to the office. The office shown no trace of other -C-",not_cyberbullying
"@TVWEEKmag: There is only 1 way to stay in the comp Cook some good food."" -Ouch @manufeildel, ouch #mkr http://t.co/ngQhGsOtev"" @biljanab",not_cyberbullying
"Hate when people say ""im not a bully"" lemme define bully- is someone who causes physical or verbal harm on someone #Idiots",not_cyberbullying
@HeresLisa support is set it off and like torches according to one website x,not_cyberbullying
Cream and crumbs on a plate....work it gurls #MKR,not_cyberbullying
@Bahai144 How would you know? You would'nt recognize logic if it fell on you. Only a total idiot would support one sided Pacificim.,not_cyberbullying
"Be safe, kids, NYE is another prime night for rapists. Watch out for each other, don't get separated. Have a plan.",not_cyberbullying
"RT @CranBoonitz: @salarta @freebsdgirl They have quite the symbiotic relationship. GG points out targets, /baph/ doxxes and terrorises, GG â€_",not_cyberbullying
"@gazetaweb confiram a passeata #quebrandoosilencio contra o #bullying na pajucara, q esta acontecendo agora, milhares d",not_cyberbullying
I feel bad for some of you hoes mamas! They did not raise u to be the hoe you are today!! Ã°ÂŸÂ_Â_Ã°ÂŸÂèÂ_Ã¢Â€ÂçÃ¢Â™Â€Ã¯Â¸Âè,not_cyberbullying
@syannenicole sucks to suck,not_cyberbullying
RT @GidgitVonLaRue: #MKR You eat lamb meatballs for breakfast?? I thought you two ate fairy dust cupcakes with rainbow unicorn muffins?,not_cyberbullying
RT @zellieimani: The recent shooting in Berkeley is not an isolated event. A Black person is killed every 28 hours. It's right on schedule.â€_,not_cyberbullying
"J's at my doe, I got money on da flo !!",not_cyberbullying
"I feel like if I were on #MKR and had botched the first two courses, I'd just serve Jell-O shots for dessert.",not_cyberbullying
Deconstructed lemon tart. Basically a pile of crap on a plate #MKR http://t.co/7sYHPCwa8f,not_cyberbullying
"@GentlerMouse tell her that it's a gaming convention, so i'm thinking blackmilk's asteroids dress over leggings with some spikey boots",not_cyberbullying
RT @thebolditalic: Repeatedly calling a woman a bitch from the stage was just part of the Crunchies' problems with women http://t.co/tiqbXUâ€_,not_cyberbullying
RT @Newsarama: MARK HAMILL Becomes HAN SOLO For STAR WARS BAD LIP READING,not_cyberbullying
"@RJennromao @DavidJo52951945 @Novorossiyan @GBabeuf @gbazov @NewsCoverUp @rougek68 Ukr Army got non lethal aid, scumbag. Putin sent tanks.",not_cyberbullying
"OK, amazing and awesome folks that have emailed us. We're regrouping and discussing each email, will have responses out Soonâ„¢ :)",not_cyberbullying
I knew i should've stayed home ...!,not_cyberbullying
Katie and Nikki better not get a point for every time they said 'we're pretty' #MKR,not_cyberbullying
I'll just come back after this round. Thanks. #MKR @mykitchenrules,not_cyberbullying
@torvos @revolize @snipeyhead darksky &gt; *,not_cyberbullying
Totally rocked nice guys with Fatin at school just now! hahahaha :D,not_cyberbullying
@PoliticalAnt @Lithobolos @ZaibatsuNews At last we have a point of complete agreement.,not_cyberbullying
@iDICKtate thnx how u doin,not_cyberbullying
@AMohedin @halalflaws @haroonstyles @islamdefense @greenlinerzjm I'll give it to you again. http://t.co/8ov7jyscmm,not_cyberbullying
"Motion to replace ""he's just not that into you"" with ""you deserve better,"" ""dump his ass,"" or ""wow, he's a shitty fuckwad""",not_cyberbullying
@BiebersFan follow back please?,not_cyberbullying
My pillows are super cold _Ÿ˜’,not_cyberbullying
ALOT OF GUN ALOT OF SHELLS WE DUMPING WHILE YAL WAISTING SHELLS,not_cyberbullying
RT @thetrudz: And White people who bring up queerness or being a survivor as a way to SILENCE WoC? Because no WoC are queer? None survivorsâ€_,not_cyberbullying
Thinkin Bout My Righthand Im Finna Text Her :/,not_cyberbullying
RT @gerfingerpoken: Americans Prefer #AmericanSniper Over Obama Empty Chair http://t.co/p3ByZARaG4 â€_ #IBDeditorials via @IBDinvestors - httâ€_,not_cyberbullying
Just like highschool days :),not_cyberbullying
It's time to go.......,not_cyberbullying
and note2 @TheNewSchool ... i'm coming for you again.  #Take2,not_cyberbullying
"Don't celebrate too quick, your food was so shit Kat and Andre #MKR",not_cyberbullying
@jonrosenberg just checking. :),not_cyberbullying
"This boy in my class ate a orange &amp; put the orange peals in his sneaker , like whatt ?",not_cyberbullying
@Louis_Tomlinson Good luck and have fun! XOXOXXXXOX,not_cyberbullying
AAAAAAAAAAAAAAAAAAAAAAH @fabiodiz VOOOLTA D: ISSO Ã‰ BULLYING COM VOCÃ_Ã_ U-U  FabioeRenannoRaulGil,not_cyberbullying
@chilblane yay. i went last year and had to make new friends. i hate making new friends. i didn't know anyone else going.,not_cyberbullying
Lynn and Tony you've got no change. Say goodbye now #mkr,not_cyberbullying
Anger over bullying at work talks: A ROW has erupted between Central Beds Council (CBC) and workersâ€™ union GMB a... http://bit.ly/quVhWD,not_cyberbullying
"Been giving her the silent treatment, it was so hard lol",not_cyberbullying
sigh. I need to work on building out my legal contacts to encompass more states.,not_cyberbullying
RT @CarriePotter_: any guy who feels he is entitled to your body just because he treated you with basic human decency has a deep capacity fâ€_,not_cyberbullying
@WVTVW Thanks for parading your racism.,not_cyberbullying
School is fucking boring _Ÿ‘_,not_cyberbullying
"@KimberleyNixon1 YOU DONT KNOW ALL THE GOOD LUCK THAT YOU HAVE, I love Rupert, now you understand, yeah?",not_cyberbullying
"RT @Awkward_Duck: Too many asking protests not be disruptive. That's the entire point! We're here to interrupt the status quo, not plan aroâ€_",not_cyberbullying
I'm not important. The things I'm working on are. The people helping me push this are. I don't want the message being warped to be about me.,not_cyberbullying
Gotta get it !!,not_cyberbullying
Last time I saw something this chaotic ...(long pause) .. Somebody ran into a beehive #MKR,not_cyberbullying
I love the sound of giving back !,not_cyberbullying
"RT @ThatSabineGirl: These abusers on 8chan have been doing this for years, it always used to work. Now ppl are shining light on it, victimsâ€_",not_cyberbullying
Kat and Andre are the worst #MKR,not_cyberbullying
South shields mags are running a bus to the Liverpool away game. Give me a shout on here if interested @NufcAwayDays @nufcbuzztap,not_cyberbullying
